condition,color_type,length(m),height(cm),X1,X2,breed_category,pet_category,diff
0,Blue,0.54,37.39,0,1,1,1,81.94861111
0,Tortie,0.66,34.07,0,1,1,1,134.5291667
0,Tortie,0.84,44.53,0,1,1,1,759.6736111
1,Black,0.87,24.08,0,1,0,2,390.76875
1,Orange,0.11,12.4,17,9,0,1,1487
1,Black,0.67,17.29,0,1,0,2,209.7958333
0,Brown,0.77,37.13,0,1,1,1,109.7180556
2,Black,0.01,27.66,0,7,1,2,752.7652778
1,White,0.49,7.16,0,1,0,2,756.7673611
1,Brown,0.2,12.96,0,1,0,2,952.7222222
2,White,0.98,23.14,13,9,0,1,53.62986111
2,Brown,0.62,13.31,13,9,0,2,761
1,Black,0.29,21.81,13,9,0,2,756.5791667
1,Tan,0.05,21.29,0,7,0,2,1118.596528
0,Red,0.74,19.19,0,1,1,2,387.7465278
1,White,0.76,25.5,0,1,0,2,307.7138889
1,Black,0.62,41.91,0,1,0,2,149.7368056
2,Black,0.21,33.35,13,9,1,2,1089.660417
2,Black,0.13,35.76,13,9,0,2,77
2,Blue,0.95,40.54,13,9,0,2,399
1,Orange,0.05,18.77,17,9,0,1,106.76875
2,Brown,0.02,45.32,0,7,1,2,753.7354167
1,Black,0.31,20.32,0,7,0,2,753
2,Calico,0.3,21.33,9,2,1,1,69.39027778
1,White,0.23,49.26,0,1,0,2,778.7347222
2,Black,0.06,15.45,0,7,1,2,568.6493056
1,Black,0.83,40.52,13,9,0,2,165.7027778
1,Black,0.52,11.1,0,1,0,1,134.94375
1,rare,0.39,34.31,16,9,0,1,392.4569444
1,Tan,0.49,37.27,0,1,0,2,392.5881944
0,Brown,0.86,41.47,0,1,1,2,291.7083333
2,Black,0.2,20.9,13,9,0,2,177.4416667
0,Brown,0.24,39.25,0,1,1,2,390.7715278
0,Tricolor,0.04,17.81,0,7,1,2,570.7451389
1,rare,0.61,44.61,7,1,0,1,178.5395833
1,Brown,0.28,21.36,0,1,0,2,560.6583333
1,White,0.63,8.62,1,4,0,2,849.7430556
1,Tricolor,0.78,44.76,0,1,0,2,482.7965278
0,Red,0.53,11.57,0,1,1,2,827.6979167
2,Black,0.18,48.75,0,0,0,1,66.42291667
1,Orange,0.74,30.17,7,1,0,1,138.3708333
0,White,0.05,49.06,0,1,1,4,454.5819444
0,Red,0.4,5.11,0,7,1,2,1302.552083
0,Tan,0.21,16.78,0,1,1,2,572.6534722
1,Black,0.8,7.25,0,1,0,2,1851.782639
0,White,0.33,16.69,0,1,1,2,399.7333333
2,Black,0.31,26.98,13,9,0,1,68.59861111
0,Orange,0.66,12.9,16,9,1,1,387.375
0,White,0.3,33.05,0,1,1,2,1526.6625
0,Black,0.52,42.06,0,1,1,2,85
1,Blue,0.07,5.34,0,1,0,2,331.7541667
1,Black,0.2,37.57,0,1,0,2,337.5125
1,Brown,0.08,44.02,0,1,0,2,1897.800694
1,Brown,0.96,38.57,0,1,0,2,116.7256944
0,Brown,0.35,35.09,0,1,1,1,78.90972222
2,Black,0.21,35.18,13,9,0,2,2211.527083
0,Black,0.13,27.52,0,1,1,2,574.7597222
2,Brown,0.59,10.43,16,9,1,1,327.375
2,Fawn,0.08,19.38,0,1,0,2,783.7916667
1,Brown,0.7,21.49,0,1,0,2,797.7131944
1,Black,0.79,11.03,13,9,0,2,114.7444444
1,Black,0.76,38.98,0,1,0,2,1500.452083
1,Black,0.96,30.58,13,9,0,1,432.6465278
0,Chocolate,0.97,20.21,0,1,1,2,158.7347222
0,Tan,0.27,45.31,0,1,1,2,760.7548611
1,Orange,0.52,48.2,0,1,0,1,762.5173611
1,Brown,0.66,11.45,0,1,0,1,1129.550694
1,Orange,0.56,5.96,7,1,0,1,122.7013889
2,Sable,0.35,6.39,13,9,0,2,1120
0,Blue,0.47,35.23,13,9,1,2,609.5861111
0,Black,0.4,18.24,0,1,1,2,1487.648611
1,Black,0.05,29.85,0,1,0,2,1178.790972
0,Brown,0.34,5.19,0,7,1,2,1118.683333
1,White,0.9,27.57,13,9,0,2,1485.704861
0,Black,0.37,7.53,0,1,1,1,98.69513889
2,Red,0.22,20.43,18,4,1,4,752.7708333
2,Black,0.01,18.13,16,9,1,1,387.375
1,Tan,0.81,13.98,0,1,0,2,87.49791667
0,Calico,0.6,34.85,0,1,1,1,781.4548611
0,Tortie,0.54,42.7,0,1,1,1,103.4854167
0,Black,0.5,29.8,0,1,1,2,3304.729861
1,Brown,0.96,7.18,0,7,0,2,577.4784722
0,Brown,0.85,41.18,0,1,1,2,754.5006944
2,Sable,0.47,35.48,0,1,0,2,264.54375
0,Tortie,0.32,12.03,0,1,1,1,85.75902778
0,Blue,0.73,33.88,0,1,1,2,389.7625
1,Black,0.94,30.68,0,7,0,2,1119.657639
0,Chocolate,0.39,30.81,0,7,1,2,5865.5875
1,Black,0.2,47.02,0,1,0,2,391.8013889
1,Brown,0.19,32.03,0,7,0,1,3422.571528
0,Blue,0.01,29.71,0,1,1,1,405.6
2,Blue,0.12,12.24,13,9,0,1,99.59930556
0,Tortie,0.2,30.77,16,9,1,1,1483.375
0,rare,0.02,9.84,13,9,1,1,754.8208333
1,Yellow,0.77,10.85,7,1,0,2,81.74722222
2,Black,0.04,39.29,13,9,1,1,50.48680556
2,Brown,0.2,21.83,16,9,1,1,392.6638889
1,Red,0.35,32.34,0,1,0,2,274.6756944
1,White,0.18,12.89,1,4,0,2,1192.732639
0,Black,0.12,47.74,0,1,1,2,392.7375
0,Brown,0.19,48.66,0,1,1,2,839.5013889
1,Orange,0.2,43.45,0,7,0,1,4040.7375
0,Black,0.13,34.38,0,7,1,2,2602.768056
0,Tan,0.36,20.01,0,1,1,2,397.5180556
0,Brown,0.09,31.81,0,1,1,2,397.7847222
2,Calico,0.92,5.45,13,9,1,1,37.55347222
2,Sable,0.24,35.69,13,9,0,2,77.39444444
1,Black,0.68,18.54,0,1,0,2,388.7666667
0,White,0.25,17.61,0,1,1,2,106.8215278
1,Black,0.15,31.84,0,1,0,2,1121.615972
0,Buff,0.31,43.18,13,9,1,2,244.4972222
1,Tricolor,0.14,8.06,13,9,0,2,1122.576389
1,Black,0.11,23.94,0,7,0,2,405.7659722
0,Black,0.55,7.25,13,9,1,1,1520.68125
0,Black,0.36,29.69,7,1,1,1,111.5520833
2,Torbie,0.02,33.65,13,9,1,1,47.75208333
1,Sable,0.46,12.44,0,1,0,2,1038.623611
0,Black,0.93,30.38,0,1,1,2,609.65625
1,Tricolor,0.98,44.25,0,7,0,2,2398.770139
1,Tan,0.55,12.95,0,1,0,2,95.77361111
1,Tan,0.41,30.85,7,1,0,2,1885.309028
1,Tricolor,0.53,30.74,13,9,0,2,1854.677778
0,Black,0.42,20.58,13,9,1,2,294.6763889
2,White,0.74,21.03,15,4,1,2,109.5284722
0,Torbie,0.72,26.25,7,1,1,1,92.62847222
1,Blue,0.24,12.06,0,1,0,2,455.6430556
0,Black,0.14,19.71,0,7,1,2,972.725
1,Brown,0.13,29.53,0,1,0,2,340.6868056
0,Tan,0.18,44.07,0,1,1,2,132.7194444
0,Black,0.64,35.11,0,7,1,2,388.7597222
1,Brown,0.61,15.81,13,9,0,2,2995.616667
2,Brown,0.9,32.11,13,9,1,1,51.66319444
1,Tan,0.57,42.58,0,7,0,2,4786.613194
2,Brown,0.8,23.7,18,4,0,2,2213.75625
0,Buff,0.32,39.71,13,9,1,2,1121.733333
2,Black,0.04,49.22,13,9,1,1,752.6972222
2,Blue,0.85,44.81,16,9,0,1,384.375
0,White,0.4,42.65,0,1,1,2,2582.785417
1,Black,0.24,26.22,0,1,0,1,97.65694444
2,White,0.76,43.53,13,9,0,2,207
2,White,0.44,27.93,13,9,0,1,48.60763889
1,Brown,0.08,33.57,0,1,0,2,1107.590278
1,Blue,0.9,47.23,0,1,0,1,604.6645833
0,Red,0.86,12.84,7,1,1,2,3317.60625
2,Blue,0.8,10.24,13,9,0,2,68.73402778
2,Calico,0.54,13.71,0,1,1,1,86.75
0,Black,0.97,43.94,13,9,1,1,88.50694444
1,Blue,0.94,40.53,0,1,0,2,396.7541667
2,Black,0.54,17.43,13,9,0,1,47.76875
1,Tan,0.11,31.97,0,1,0,2,224.7722222
0,Brown,0.04,28.39,0,1,1,2,320.7979167
1,Black,0.35,16.49,0,1,0,2,326.7680556
0,Tricolor,0.98,24.62,13,9,1,2,2582.483333
1,Black,0.8,9.69,0,1,0,2,3320.675
1,White,0.27,21.88,7,1,0,2,1303.676389
2,Black,0.53,7.59,13,9,0,1,44.74166667
1,Chocolate,0.33,25.18,0,1,0,2,87.63958333
0,Tortie,0.49,16.98,13,9,1,1,2214.599306
0,Brown,0.58,11.33,0,1,1,2,327.6881944
2,Tricolor,0.71,21.35,0,7,0,2,204.7972222
1,Tan,0.34,26.48,13,9,0,2,391.5083333
0,Brown,0.95,19.57,0,1,1,1,455.5645833
2,Sable,0.01,17.47,13,9,1,2,67.66736111
0,Black,0.81,46.76,0,1,1,1,755.6319444
1,Brown,0.6,34.61,0,1,0,1,110.5736111
2,Brown,0.02,21.69,17,9,1,1,387.8083333
2,Tan,0.73,10.58,13,9,0,2,87.67847222
0,Tan,0.95,23.73,7,1,1,2,212.3597222
0,Black,0.27,39.68,0,1,1,2,211.73125
2,Brown,0.67,41.04,17,9,1,1,133.7138889
1,White,0.99,6.45,13,9,0,1,2232.529167
1,Orange,0.69,17.96,12,1,0,1,125.4125
1,Tan,0.52,5.96,0,1,0,2,208.7805556
2,Orange,0.94,6.08,0,1,0,1,73.54097222
1,Tan,0.74,5.02,0,1,0,2,95.71527778
0,Tan,0.93,33.07,0,1,1,2,760.6847222
1,White,0.92,16.64,13,9,0,2,556.5930556
1,Red,0.65,8.02,0,1,0,2,83.72847222
0,Gray,0.04,28.86,0,1,1,1,115.5756944
2,Blue,0.42,11.84,0,1,1,1,100.5576389
0,Brown,0.39,17.19,7,1,1,1,114.81875
2,White,0.03,14.58,0,1,1,2,88.71458333
0,Black,0.79,10.56,0,7,1,2,1556.603472
0,Brown,0.81,46.83,13,9,1,1,526.6506944
1,Red,0.49,16.69,0,7,0,2,1851.590278
1,rare,0.63,45.05,0,1,0,2,283.6118056
0,Tan,0.29,19.77,0,1,1,2,240.4541667
0,Brown,0.15,16.08,13,9,1,2,188.6340278
0,Black,1,40.66,0,1,1,2,95.67291667
0,Orange,0.94,38.8,0,7,1,2,1117.738194
1,Cream,0.76,28.61,0,7,0,2,2944.784722
1,Brown,0.61,6.16,0,1,0,1,87.65416667
2,Cream,0.84,28.62,0,1,1,1,78.57847222
0,Tortie,0.21,43.43,7,1,1,1,113.8111111
0,Tan,0.21,6.21,0,1,1,2,426.7284722
1,Black,0.61,35.62,0,1,0,1,88.50138889
2,White,0.54,15.84,16,9,1,1,387.375
0,White,0.91,35.94,0,1,1,2,392.7993056
2,White,0.78,46.65,0,7,1,2,84.65416667
2,White,0.85,29.61,13,9,1,2,51.71180556
0,Black,0.83,11.78,0,7,1,2,512.7694444
2,Black,0.41,11.52,13,9,1,2,208.6784722
2,Orange,0.15,38.89,18,4,1,1,73.57986111
1,Brown,0.66,8.5,0,7,0,2,386.4930556
1,Blue,0.37,22.87,0,7,0,2,356.6236111
1,Black,0.05,19.15,0,7,0,2,298.7645833
0,White,0.16,13.68,0,8,1,1,2245.517361
2,Black,0.04,32.23,0,7,0,2,394.5666667
1,Brown,0.42,48.11,0,1,0,1,399.6923611
0,Black,0.92,11.05,0,1,1,1,213.6541667
2,Calico,0.56,43.85,13,9,1,1,429.5236111
0,Black,0.7,41.9,7,1,1,1,99.49861111
0,Brown,0.15,8.19,0,1,1,2,1487.689583
0,Black,0.62,27.87,13,9,1,1,331.56875
0,White,0.5,37.09,0,7,1,2,4769.325
0,Tortie,0.24,39.9,16,9,1,1,386.375
2,Gray,0.32,12.22,0,7,0,2,263.5319444
1,Gray,0.08,31.05,15,4,0,1,1859.504167
0,Black,0.32,32.38,7,1,1,1,88.41597222
1,Black,0.69,42.89,0,7,0,2,1482.711806
0,Red,0.19,38.87,7,1,1,2,405.5104167
2,Cream,0.83,42.1,13,9,0,1,45.35902778
1,Black,0.16,43.83,0,1,0,2,330.7743056
0,Brown,0.2,25.54,0,1,1,1,394.7798611
1,Black,0.72,39.41,13,9,0,2,401
1,Brown,0.71,25.01,0,1,0,1,138.6777778
1,rare,0.27,35.09,0,1,0,1,2963.760417
1,Blue,0.16,19.23,0,1,0,2,1324.571528
1,Cream,0.99,30.32,13,9,0,1,772.7173611
2,Gray,0.5,22.37,18,4,0,1,112.7361111
2,White,0.65,31.55,8,2,1,2,31.35486111
1,Black,0.55,14.41,0,7,0,2,1784.674306
2,Black,0.77,19.77,16,9,0,1,328.375
2,Brown,0.6,9.36,13,9,0,2,1123.483333
2,Yellow,0.7,18.38,18,4,1,2,4415.750694
1,Tricolor,0.93,27.12,0,1,0,2,391.7097222
1,Black,0.63,45.87,0,1,0,1,82.72986111
1,Chocolate,0.01,14.64,13,9,0,2,753.7388889
1,Black,0.77,32.94,0,7,0,1,1483.589583
1,Tan,0.28,24.81,13,9,0,2,1313.401389
1,Gray,0.95,34.92,0,1,0,2,573.5083333
0,White,0.78,15.01,0,7,1,2,1099.524306
1,Brown,0.76,30.57,13,9,0,1,2594.520139
0,White,0.03,38.11,0,1,1,2,418.5034722
0,Black,0.4,23.84,0,1,1,4,386.7527778
2,rare,0.54,45.9,0,7,1,2,752.7590278
1,White,0.25,45.7,0,1,0,2,756.7493056
1,Brown,0.97,43.28,7,1,0,1,106.4180556
2,Black,0.47,12.25,0,7,1,2,3678.717361
1,Brown,0.88,5.59,0,1,0,2,776.7444444
2,Black,0.11,41.46,0,7,0,2,1118.640972
0,Orange,0.79,7.31,0,1,1,1,3343.627778
2,Blue,0.68,41.2,13,9,1,1,60.81180556
1,Brown,1,16.17,0,1,0,1,101.78125
1,Tan,0.91,46.38,0,1,0,2,398.7805556
2,Blue,0.85,10.57,13,9,0,1,22.73541667
0,Black,0.21,43,0,1,1,1,1121.749306
1,Tricolor,0.3,32.09,13,9,0,2,1558.75625
1,Tan,0.87,44.95,0,7,0,2,2456.646528
1,Orange,0.84,37.92,7,1,0,1,91.60694444
0,White,0.19,21.28,0,7,1,2,1144.751389
2,Brown,0.4,28.33,0,1,0,1,86.58263889
1,Brown,0.35,12.49,7,1,0,1,84.43819444
1,Blue,0.14,29.4,13,9,0,1,1521
1,Brown,0.24,38.78,0,1,0,1,96.51597222
0,White,0.74,9.1,0,1,1,2,2281.492361
2,Calico,0.09,18.32,13,9,0,4,302.6013889
1,Black,0.43,14.19,18,4,0,1,3358.60625
0,Torbie,0.2,32.14,7,1,1,1,110.6111111
0,Black,0.83,35.07,0,7,1,1,2821.615278
0,Gray,0.29,47.16,13,9,1,2,757.7305556
1,Orange,0.42,7.4,0,1,0,1,101.71875
1,rare,0.67,9.09,7,1,0,1,94.62152778
2,Brown,0.83,48.33,16,9,1,1,387.375
0,White,0.11,17.6,0,1,1,2,864.6430556
0,Calico,0.21,35.73,0,1,1,1,78.60347222
0,Brown,0.09,34.1,16,9,1,1,386.375
0,Chocolate,0.61,17.7,0,1,1,2,389.7875
2,Brown,0.06,21.77,0,1,0,2,390.7486111
0,Cream,0.66,22.44,0,7,1,2,2671.658333
2,Brown,0.08,20.73,13,9,0,2,1499.690278
1,Brown,0.94,11.24,0,7,0,2,757.4722222
0,Black,0.93,39.36,0,1,1,2,399.7465278
0,Black,0.66,47.04,9,2,1,1,1629.365278
0,White,0.35,40.38,13,9,1,2,358.4722222
0,Blue,0.63,46.06,16,9,1,1,144.375
0,Black,0.2,49.6,0,1,1,2,247.5840278
2,Brown,0.53,19.54,0,7,0,2,386.6208333
0,Black,0.44,28.88,0,1,1,2,2215.602778
2,rare,0.71,18.22,17,9,1,1,388.7541667
1,White,0.3,39.81,0,1,0,2,575.7569444
0,Brown,0.87,40.42,0,7,1,1,284.6423611
0,White,0.97,16.62,13,9,1,2,392.5395833
1,Black,0.19,31.15,0,1,0,1,135.5638889
2,Fawn,0.53,24.81,0,1,0,2,1146.631944
1,Black,0.64,12.08,0,1,0,2,433.7131944
1,Fawn,0.97,11.1,13,9,0,2,1485.7375
1,White,0.73,31.37,0,7,0,2,2206.559028
1,Buff,0.3,46.14,0,7,0,2,462.5041667
1,Tan,0.81,45.2,13,9,0,2,430.5847222
1,Brown,0.77,31.1,0,1,0,2,279.5951389
1,White,0.9,49.39,0,1,0,2,391.7381944
2,Calico,0.88,39.98,8,2,1,1,27.48402778
1,Black,0.8,22.16,0,1,0,2,2414.795833
1,White,0.77,12.18,13,9,0,2,391.7118056
0,Tortie,0.62,27.41,0,1,1,1,805.7791667
1,White,0.75,37.84,0,7,0,2,898.6159722
0,White,0.87,9.08,0,1,1,2,797.6638889
0,Calico,0.4,48.19,13,9,1,1,1502
1,Blue,0.94,11.58,0,1,0,2,299.7576389
0,Tan,0.36,18.28,0,7,1,2,777.4743056
1,Red,0.93,10.71,0,7,0,2,752.7881944
1,Black,0.94,40,0,1,0,2,99.75972222
1,White,0.65,6.95,0,1,0,2,288.6680556
0,Black,0.15,47.45,0,1,1,1,430.5777778
1,Black,0.44,16.79,0,7,0,2,286.7881944
2,Orange,0.72,45.77,16,9,0,1,752.375
2,Black,0.27,24.2,16,9,1,1,388.375
2,Black,0.4,44.07,0,7,0,2,385.7284722
2,Black,0.75,45.38,13,9,0,1,37.5
0,Black,0.5,11.11,0,1,1,2,86.73680556
0,Sable,0.57,25.99,0,1,1,2,1224.626389
0,Black,0.92,24.05,13,9,1,1,429.5909722
2,Orange,0.07,28.43,13,9,0,1,37.53055556
1,Black,0.53,18.24,0,1,0,1,135.5701389
1,Black,0.09,17.35,0,7,0,2,1492.493056
0,White,0.39,38.92,0,7,1,2,2490.4875
0,Brown,0.44,17.07,17,9,1,1,389.5541667
1,Black,0.65,7.39,0,1,0,1,97.61041667
0,Black,0.48,21.98,0,1,1,2,390.6986111
1,Brown,0.39,31.01,0,7,0,2,572.7263889
0,Black,0.6,45.64,0,7,1,2,510.6034722
1,Brown,0.75,48.83,7,1,0,2,1017.564583
0,Brown,0.89,41.13,13,9,1,2,768.6819444
2,Black,0.39,46.35,7,1,0,2,410.7965278
1,Blue,0.43,47.1,0,1,0,2,769.6625
1,Brown,0.83,46.74,13,9,0,2,118.6861111
0,White,0.39,9.83,13,9,1,2,1515.727778
0,Tortie,0.44,12.75,7,1,1,1,89.52708333
2,Blue,0.17,5.32,0,7,0,2,97.64305556
2,Black,0.28,25.56,0,7,0,2,2578.7125
2,Brown,0.02,32.04,13,9,1,1,68.77986111
1,Blue,0.6,27.8,0,1,0,1,89.62013889
2,Tan,0.7,28.94,0,7,0,2,254.8111111
1,rare,0.09,29.11,0,7,0,2,4018.532639
1,Red,0.96,47.99,0,7,0,2,2215.497917
1,Brown,0.82,43.61,0,7,0,2,391.7944444
1,Black,0.06,22.17,0,1,0,2,390.4916667
0,Tan,0.75,40.54,13,9,1,2,4435.495139
2,Tricolor,0.28,19.88,0,1,1,2,937.6590278
2,Blue,0.91,21.58,13,9,0,1,32.64513889
2,Orange,0.14,27.42,6,2,0,1,112.7972222
2,Black,0.98,8.12,0,7,0,2,274.6527778
1,White,0.41,7.85,0,7,0,2,752.5229167
0,Black,0.65,25.66,0,1,1,2,687.7986111
0,Black,0.98,6.76,0,1,1,2,212.7763889
2,White,0.51,30.32,13,9,0,2,386
2,White,0.44,25.71,0,7,0,2,751.8055556
2,rare,0.41,32.81,13,9,0,1,49.49444444
2,Blue,0.89,16.47,13,9,1,1,62.59375
0,Red,0.65,26.93,0,1,1,2,757.7951389
2,Tan,0.17,45.61,0,7,1,2,387.5423611
0,Tortie,0.59,41.54,7,1,1,1,94.71111111
0,Orange,0.23,27.58,0,1,1,1,97.77083333
1,Red,0.25,17.43,0,1,0,2,1127.78125
2,Black,0.62,49.49,0,7,1,2,82.78680556
0,Black,0.66,8.63,0,7,1,2,3242.778472
2,Red,0.45,47.81,0,1,0,0,410.5756944
1,Black,0.72,40.13,0,1,0,2,429.7840278
1,Tan,0.46,24.59,0,7,0,2,1848.411806
0,White,0.53,46.93,7,1,1,2,657.5298611
2,Brown,0.19,15.15,0,1,0,2,99.80347222
2,Black,0.65,8.54,13,9,0,0,410
1,White,0.45,20.92,7,1,0,4,200.5055556
1,Orange,0.29,49.8,13,9,0,1,80.70833333
0,White,0.82,8.89,0,1,1,2,1567.5875
1,Black,0.86,6.22,13,9,0,2,1235.576389
2,Brown,0.99,35.46,13,9,1,2,86.67708333
1,Tricolor,0.23,13.98,0,1,0,2,143.7506944
0,Brown,0.59,40.76,0,1,1,1,1501.615278
1,Black,0.53,10.36,0,1,0,2,392.5819444
2,Tortie,0.05,26.58,16,9,1,1,1849.375
0,Tan,0.24,40.18,0,1,1,2,102.50625
1,Chocolate,0.7,34.89,7,1,0,2,84.39236111
1,White,0.11,23.66,0,1,0,1,152.7909722
0,White,0.21,11.73,0,1,1,2,208.7548611
0,Black,0.82,5.02,0,1,1,2,96.74236111
2,Gray,0.98,27.93,0,7,0,2,1970.483333
2,White,0.13,38.2,0,7,1,4,1298.577083
2,Brown,0.46,10.57,13,9,0,2,386.6270833
0,Blue,0.88,15.88,0,1,1,2,390.78125
1,White,0.32,31.17,0,1,0,1,111.6486111
1,Tan,0.27,45.38,0,1,0,2,1633.589583
0,Black,0.47,25.82,0,1,1,2,756.5055556
0,Brown,0.02,20.8,0,1,1,1,108.6611111
1,Tricolor,0.69,32.93,0,1,0,2,392.8854167
1,Brown,0.95,22.77,0,7,0,2,397.4958333
0,Blue,0.59,19.23,0,7,1,2,802.7395833
1,Blue,0.34,41.3,0,1,0,2,1493.683333
1,Brown,0.98,24.22,13,9,0,2,393.7243056
2,Torbie,0.98,14.88,0,1,1,1,84.71319444
1,Brown,0.65,11.93,0,1,0,2,90.53958333
1,Orange,0.77,15.11,13,9,0,1,5872.56875
1,Brown,0.86,34.94,0,1,0,2,387.7916667
0,Brown,0.59,28.94,0,1,1,1,107.6618056
0,Black,0.37,19.36,7,1,1,1,92.33680556
0,Calico,0.7,41.55,0,1,1,1,2989.474306
1,Black,0.47,17.54,0,7,0,2,568.4013889
1,Brown,0.66,9.13,0,1,0,2,398.5458333
0,Black,0.86,41.25,0,1,1,1,404.6444444
0,Brown,0.16,45.68,7,1,1,2,110.7916667
2,Black,0.31,30.51,13,9,0,1,75.60625
1,rare,0.43,13.98,0,1,0,1,83.74930556
0,White,0.43,46.99,0,1,1,2,245.6888889
0,Tortie,0.91,14.73,0,1,1,1,863.7319444
1,Black,0.34,10.07,0,1,0,1,157.4861111
1,White,0.56,35.2,0,1,0,1,392.6423611
2,Black,0.49,12.53,0,1,1,1,82.78819444
0,Black,0.68,10.85,0,1,1,2,147.7770833
0,Red,0.4,11.03,13,9,1,2,2756.672222
0,Black,0.11,38.53,0,7,1,2,812.5993056
0,Tortie,0.97,39.51,0,1,1,1,783.5201389
2,Brown,0.69,8.37,13,9,1,1,1850.628472
0,Brown,0.34,15.39,16,9,1,1,1016.375
0,Black,0.89,27.73,13,9,1,2,493
1,Brown,0.21,39.05,0,1,0,2,756.7104167
0,Black,0.57,41.25,0,1,1,2,2945.477083
1,Brown,0.59,43.75,0,7,0,1,776.6840278
1,Orange,0.85,37.58,0,1,0,1,2226.48125
0,Chocolate,0.81,38.34,0,7,1,2,755.76875
1,Red,0.66,8.04,13,9,0,2,1865.518056
1,White,0.64,34.99,0,1,0,2,330.7861111
0,Brown,0.99,35.05,0,8,1,2,2736.51875
0,Tortie,0.72,28.48,0,1,1,1,4850.693056
0,Calico,0.62,19.26,7,1,1,1,106.4090278
1,rare,0.59,31.56,0,1,0,1,91.71319444
2,White,0.64,28.29,0,7,0,2,233.4701389
1,Black,0.38,37.15,0,1,0,1,429.7326389
2,Brown,0.75,5.88,13,9,1,1,114.6097222
1,Brown,0.79,48.88,0,1,0,1,86.74583333
2,Yellow,0.86,30.65,0,7,0,2,754.7138889
0,Black,0.64,6.33,13,9,1,2,391.4986111
1,Black,0.98,37.71,0,1,0,2,89.77569444
1,White,0.35,30.57,0,7,0,2,507.7666667
0,Black,0.76,42.59,0,1,1,2,328.6395833
1,White,0.07,18.29,7,1,0,1,86.72430556
0,Brown,0.76,12.71,0,7,1,2,1299.707639
1,Blue,0.25,21.62,0,7,0,2,2237.73125
1,Brown,0.51,29.28,0,7,0,2,2514.752778
0,Yellow,0.34,6.27,0,1,1,2,833.5208333
2,Orange,0.93,18.16,13,9,0,1,69.48819444
0,Tricolor,0.5,18.59,13,9,1,2,1122.702778
1,Tricolor,0.99,22.8,0,1,0,2,1130.517361
2,White,0.99,40.83,13,9,1,2,758.6618056
0,Tortie,0.38,19.23,0,1,1,1,393.5756944
2,Blue,0.23,38.92,0,7,1,2,387
2,Black,0.66,34.88,13,9,0,2,760.6944444
0,Blue,0.22,43.8,17,9,1,1,780
0,Black,0.44,18.52,0,1,1,2,755.4861111
0,Tricolor,0.51,29.07,11,4,1,2,5223.552778
1,Black,0.67,35.4,13,9,0,1,426.6083333
2,Brown,0.44,47.46,0,1,0,2,401.8076389
0,White,0.57,11.41,0,1,1,2,389.5076389
0,Black,0.98,12.2,0,1,1,2,869.5055556
1,Sable,0.09,7.61,0,7,0,2,752.4736111
1,Sable,0.8,11.74,0,1,0,2,391.7736111
1,Blue,0.97,47.78,0,7,0,2,275.8888889
2,Black,0.36,35.44,17,9,1,1,754.7395833
0,White,0.81,18.69,0,1,1,1,151.6319444
0,Tan,0.57,46.44,0,1,1,2,390.7055556
1,Brown,0.61,42.47,0,7,0,2,1847.547222
1,Brown,0.11,41.33,7,1,0,1,95.51111111
1,Black,0.43,15.48,18,4,0,1,1847.7875
1,Chocolate,0.8,40.92,13,9,0,2,329.7569444
1,Red,0.08,28.84,0,1,0,2,162.7458333
0,Red,0.46,14.09,0,7,1,2,6231.563889
2,Brown,0.73,35.38,0,1,0,2,395.6763889
0,Tan,0.19,45.65,0,7,1,2,600.7576389
1,Black,0.13,14.05,0,1,0,2,419.5222222
2,Orange,0.7,27.89,18,4,0,1,387.7277778
1,Brown,0.13,37.06,0,1,0,2,75.77291667
1,White,0.66,36.3,13,9,0,2,334.5847222
2,Brown,0.7,41.5,0,7,1,2,113.55
1,White,0.87,33.7,0,7,0,2,600.6347222
0,Blue,0.97,21.09,0,1,1,2,190.7701389
1,Black,0.76,22.17,0,8,0,1,1136.396528
0,Black,0.39,44.93,0,1,1,2,72.75486111
0,Brown,0.86,34.01,0,1,1,2,390.7597222
1,Brown,0.2,48.07,0,1,0,1,775.5618056
2,White,0.82,9.16,13,9,0,2,52.80069444
1,Tan,0.62,13.34,0,1,0,2,116.7291667
2,White,0.42,34.43,13,9,0,1,43.70347222
0,Brown,0.05,12.36,13,9,1,1,1514.60625
2,Brown,0.91,8.84,0,7,1,2,202.6770833
0,Brown,0.81,30.37,0,1,1,2,3315.797222
0,White,0.9,34.97,0,1,1,2,97.75486111
0,White,0.3,16.37,0,1,1,2,336.7
1,Black,0.55,36.05,0,7,0,1,205.6006944
2,Black,0.77,46.57,0,1,0,1,69.61458333
1,White,0.82,12.09,13,9,0,2,1605.610417
1,Brown,0.19,29.91,0,1,0,1,104.7243056
1,Black,0.64,32.12,0,1,0,2,2954.697917
0,Blue,0.79,10.57,7,1,1,1,116.3583333
0,Tricolor,0.5,14.23,0,1,1,2,393
1,Brown,0.92,39.32,13,9,0,2,754.5236111
1,Tan,0.08,24.38,13,9,0,2,399.5201389
0,Brown,0.62,35.72,7,1,1,1,101.5652778
1,White,0.7,8.55,0,1,0,2,390.6944444
2,Tan,0.54,15.85,13,9,1,2,386.5833333
0,Tan,0.04,48.81,0,1,1,2,624.7104167
1,Brown,0.3,41.92,0,1,0,2,755.7888889
